smiles,HOMO (eV),Bandgap (eV),Mw (kg/mol),PCE_ave,value,index
CCCCCCCCSc1cc(-c2cc(SCCCCCCCC)c(-c3sc(C)c4cc(C(=O)CCCCCCCC)sc34)s2)sc1C,-2.42,-1.98,-0.55,1.11,1.11,922
CCCCCCCCOC(=O)c1cc2c(C)sc(-c3sc(-c4cc(SCCCCCCCC)c(C)s4)cc3SCCCCCCCC)c2s1,-2.56,-1.98,-0.52,0.87,0.87,923
CCCC[Si]1(CCCC)c2cc(C)sc2-c2sc(-c3ccc(C)c4nsnc34)cc2[Si]1(CCCC)CCCC,-0.61,-0.08,-0.37,6.38,6.38,924
CCCCCCc1cc(-c2nc3sc(-c4cc(CCCCCC)c(-c5cc6c(s5)-c5sc(C)cc5[Si]6(CC(CC)CCCC)CC(CC)CCCC)s4)nc3s2)sc1C,-1.33,0.22,-0.58,5.88,5.88,925
CCCCCCCCCCCCc1cc(C)[se]c1-c1ccc(-c2ccc(-c3[se]c(-c4cc(CCCCCCCCCCCC)c(-c5ccc(-c6ccc(-c7[se]c(C)cc7CCCCCCCCCCCC)[se]6)[se]5)[se]4)cc3CCCCCCCCCCCC)[se]2)[se]1,-0.61,0.07,-0.51,2.37,2.37,926
CCCCCCCCCCCCc1cc(C)sc1-c1ccc(-c2ccc(-c3sc(-c4cc(CCCCCCCCCCCC)c(-c5ccc(-c6ccc(-c7[se]c(C)cc7CCCCCCCCCCCC)[se]6)[se]5)[se]4)cc3CCCCCCCCCCCC)s2)s1,-0.74,0.7,-0.49,2.22,2.22,927
CCCCCCc1cc2c(cc1CCCCCC)C(=O)c1c(-c3cc4c(s3)-c3sc(C)cc3[Si]4(CC(CC)CCCC)CC(CC)CCCC)sc(C)c1C2=O,-0.02,-0.42,-0.43,4.06,4.06,928
CCCCCCc1sc(CCCCCC)c2c1C(=O)c1c(C)sc(-c3cc4c(s3)-c3sc(C)cc3[Si]4(CC(CC)CCCC)CC(CC)CCCC)c1C2=O,-0.02,0.02,-0.45,2.55,2.55,929
CCCCCCc1cc2c(cc1CCCCCC)C(=O)c1c(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)sc(C)c1C2=O,0.3,0.7,-0.33,0.44,0.44,930
CCCCCCc1sc(CCCCCC)c2c1C(=O)c1c(C)sc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)c1C2=O,0.35,0.99,-0.17,0.72,0.72,931
CCCCCCCCc1ccc(-n2c3cc(C)sc3c3sc(-c4cc(CCCCCCCC)c(-c5ccc(-c6sc(C)cc6CCCCCCCC)c6nsnc56)s4)cc32)cc1,-0.29,-0.47,-0.49,2.04,2.04,932
CCCCCCc1c(C)sc(-c2ccc(-c3ccc(C)s3)s2)c1CCCCCC,-0.83,1.19,-0.55,4.01,4.01,933
CCCCCCCCc1c(C)sc(-c2ccc(-c3ccc(C)s3)s2)c1CCCCCCCC,-0.88,1.24,-0.47,4.03,4.03,934
CCCCCCCCCCCCc1c(C)sc(-c2ccc(-c3ccc(C)s3)s2)c1CCCCCCCCCCCC,-0.74,1.34,-0.36,3.23,3.23,935
C/C=C/c1ccc(-c2c(OCCCCCCCC)c(OCCCCCCCC)c(-c3ccc(C)s3)c3nsnc23)s1,-1.47,-0.13,-0.38,0.46,0.46,936
CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(/C(F)=C(/C)F)s2)c2nsnc2c1-c1ccc(C)s1,-0.61,0.36,-0.33,1.24,1.24,937
C/C=C/c1sc(/C=C/c2nc3cc4nc(C)oc4cc3o2)c(CCCCCCCCCCCC)c1CCCCCCCCCCCC,-0.65,2.21,-0.55,0.01,0.01,938
C/C=C/c1sc(/C=C/c2nc3cc4oc(C)nc4cc3o2)c(CCCCCCCCCCCC)c1CCCCCCCCCCCC,-0.88,1.58,-0.57,0.08,0.08,939
CCCCCCCCCCCCc1cc(C)sc1/C=C/c1sc(C)cc1CCCCCCCCCCCC,-0.15,0.26,-0.61,0.53,0.53,940
CCCCCCCCCCCCc1cc(C)sc1/C=C/c1sc(-c2ccc(C)c3nsnc23)cc1CCCCCCCCCCCC,-2.01,-1.69,-0.6,1.07,1.07,941
CCCCCCCCCCCCc1cc(C)sc1/C=C/c1sc(-c2ccc(-c3ccc(-c4ccc(C)s4)c4nsnc34)s2)cc1CCCCCCCCCCCC,-1.74,-0.71,-0.6,1.04,1.04,942
CCCCCCCCOC(=O)/C(C#N)=C/c1ccc(/C=C/c2cc(-c3ccc4c5ccc(C)cc5n(C(CCCCCCCC)CCCCCCCC)c4c3)sc2C)s1,1.07,2.26,-0.22,1.33,1.33,943
CCCCCCCCC(CCCCCCCC)n1c2cc(C)ccc2c2ccc(-c3cc(/C=C/c4ccc(C=C(C#N)C#N)s4)c(C)s3)cc21,1.21,1.63,-0.27,2.16,2.16,944
CCCCCCCCC(CCCCCCCC)n1c2cc(C)ccc2c2ccc(-c3cc(/C=C/c4ccc(C=C5C(=O)N(CC)C(=S)N(CC)C5=O)s4)c(C)s3)cc21,1.17,1.09,-0.24,1.3,1.3,945
CCCCCCCCCCCCc1cc(C)sc1-c1ccc(-c2ccc(-c3sc(-c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7ccc(C)s7)=C6C(=O)N5CC(CC)CCCC)s4)cc3CCCCCCCCCCCC)s2)s1,-0.65,-1.73,6.44,2.28,2.28,946
CCCCCCCCCCCCc1cc(C)sc1-c1ccc(/C=C/c2ccc(-c3sc(-c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7ccc(C)s7)=C6C(=O)N5CC(CC)CCCC)s4)cc3CCCCCCCCCCCC)s2)s1,-1.29,-1.88,4.31,1.97,1.97,947
CCCCCCc1ccc2c(c1)C(=O)c1c(C)sc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)c1C2=O,-0.88,0.51,-0.22,1.09,1.09,948
CCCCC(CC)COc1c2cc(-c3sc(C)c4c3C(=O)c3ccc(C(C)(C)C)cc3C4=O)sc2c(OCC(CC)CCCC)c2cc(C)sc12,-0.65,0.56,-0.36,1.52,1.52,949
CCCCCCCCOc1cc2c(cc1OCCCCCCCC)C(=O)c1c(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)sc(C)c1C2=O,-0.65,0.46,-0.57,1.96,1.96,950
CCCCCCCCOc1ccc2c(c1)C(=O)c1c(C)sc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)c1C2=O,-0.47,0.41,-0.52,1.01,1.01,951
CCCCCCCCc1ccc2c(c1)C(=O)c1c(C)sc(-c3cc4c(OCC(CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)c1C2=O,-0.29,0.36,-0.26,2.21,2.21,952
CCCCCCC(CCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)N(CC(CCCC)CCCCCC)C(=O)C2=C1c1ccc(C)s1,-0.15,-1.34,0,6.5,6.5,953
CCCCCCC(CCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)cc6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)cc6)c5s4)s3)N(CC(CCCC)CCCCCC)C(=O)C2=C1c1ccc(C)s1,0.08,-1.25,-0.15,6,6,954
CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7ccc(C)o7)=C6C(=O)N5CC(CC)CCCC)o4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,-0.33,-0.81,-0.19,5.5,5.5,955
CCCCCCC(CCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)cc6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)cc6)c5s4)o3)N(CC(CCCC)CCCCCC)C(=O)C2=C1c1ccc(C)o1,-0.02,-0.95,-0.35,3,3,956
CCCCCCc1csc(-c2ccc(-c3cc(CCCCCC)c(/C=C/c4nc(-c5cc6c(OCC(CC)CCCC)c7sc(C)cc7c(OCC(CC)CCCC)c6s5)sc4C)s3)c3nsnc23)c1,1.12,0.95,-0.35,2.63,2.63,957
CCCCCCc1csc(-c2c(F)c(F)c(-c3cc(CCCCCC)c(/C=C/c4nc(-c5cc6c(OCC(CC)CCCC)c7sc(C)cc7c(OCC(CC)CCCC)c6s5)sc4C)s3)c3nsnc23)c1,1.17,0.99,-0.04,4.42,4.42,958
CCCCCCCCOc1c(OCCCCCCCC)c2sc(-c3ccc(-c4sc(-c5nc(CCCCCC)c(-c6ccc(C)s6)s5)nc4CCCCCC)s3)cc2c2cc(C)sc12,-0.79,1.43,-0.42,2.81,2.81,959
CCCCCCCCOc1c(OCCCCCCCC)c2sc(-c3sc(-c4nc5sc(-c6cc(CCCCCC)c(C)s6)nc5s4)cc3CCCCCC)cc2c2cc(C)sc12,-0.65,0.95,-0.52,3.4,3.4,960
CCCCCCCCOc1c(OCCCCCCCC)c2sc(-c3sc(-c4ccc(-c5cc(CCCCCC)c(C)s5)c5nsnc45)cc3CCCCCC)cc2c2cc(C)sc12,-1.11,-0.08,-0.51,1.13,1.13,961
CCCCCCCCOc1c(OCCCCCCCC)c2sc(-c3ccc(C4=C5C(=O)N(CC(CC)CCCC)C(c6ccc(C)s6)=C5C(=O)N4CC(CC)CCCC)s3)cc2c2cc(C)sc12,-1.47,-1.49,-0.54,1.31,1.31,962
CCCCCCCC1(CCCCCCC)COc2c(-c3ccc(C)c4nsnc34)sc(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)[se]6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)[se]6)c5s4)c4nsnc34)c2OC1,0.03,-0.37,-0.21,4.51,4.51,963
CCCCC(CC)Cc1ccc(-c2c3cc(-c4sc(C)c5c4C(=O)N(CC(CC)CCCC)C5=O)sc3c(-c3ccc(CC(CC)CCCC)[se]3)c3cc(C)sc23)[se]1,1.8,0.65,-0.22,3.58,3.58,964
CCCCC(CC)COc1c2cc(-c3sc(-c4nnc(-c5cc(CC(CC)CCCC)c(C)s5)nn4)cc3CC(CC)CCCC)sc2c(OCC(CC)CCCC)c2cc(C)sc12,0.39,0.65,0.43,3.32,3.32,965
CCCCC(CC)COc1c2cc(-c3cc(/C=C/c4ccc(-c5ccc(C6=C7C(=O)N(CC(CC)CCCC)C(c8cccs8)=C7C(=O)N6CC(CC)CCCC)s5)s4)c(C)s3)sc2c(OCC(CC)CCCC)c2cc(C)sc12,0.03,0.07,-0.52,4.89,4.89,966
CCCCCCCCC(CCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4cc5c(OCC(CC)CCCC)c6sc(C)cc6c(OCC(CC)CCCC)c5s4)ccc32)c2ccc(C)cc21,2.21,-0.66,0.56,1.53,1.53,967
CCCCCCCCC(CCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4ccc(-c5cc6c(OCC(CC)CCCC)c7sc(C)cc7c(OCC(CC)CCCC)c6s5)s4)ccc32)c2ccc(-c3ccc(C)s3)cc21,2.03,-0.52,0.14,4.22,4.22,968
CCCCCCCCc1cc(-c2ccc3c(c2)N(CC(CCCCCC)CCCCCCCC)C(=O)/C3=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4cc(CCCCCCCC)c(-c5cc6c(OCC(CC)CCCC)c7sc(C)cc7c(OCC(CC)CCCC)c6s5)s4)ccc32)sc1C,1.85,-0.61,1.1,1.39,1.39,969
CCCCC(CC)COc1c2cc(-c3sc(C)c4sc(C(=O)C(CC)CCCC)cc34)oc2c(OCC(CC)CCCC)c2cc(C)oc12,-0.29,-1.15,-0.33,4.4,4.4,970
CCCCCCCCC(CCCCCCCC)c1cc2c3cc(-c4ccc(C)c5nsnc45)sc3c3sc(C)cc3c2s1,-1.11,0.17,1.18,2.18,2.18,971
CCCCCCCCCCCCCCCCc1cc2c3cc(C)sc3c3sc(-c4sc(C)c5c4C(=O)N(CCCCCCCCCCCC)C5=O)cc3c2s1,-1.7,-2.17,-0.51,0.78,0.78,972
CCCCCCCCCCCCCCCCCCCCOc1cc(C)sc1-c1nc2sc(-c3sc(-c4cc5c6sc(CCCCCCCCCCCCCCCC)cc6c6cc(C)sc6c5s4)cc3OCCCCCCCCCCCCCCCCCCCC)nc2s1,-0.83,-0.42,0.11,1.03,1.03,973
CCCCCCCCCCCCCCCCc1cc2c3cc(C)sc3c3sc(-c4sc(C)c5c4C(=O)N(CCCCCCCCCCCC)C5=O)cc3c2s1,0.35,0.41,-0.39,0.75,0.75,974
CCCCCCCCCCCCCCCCc1cc2c3cc(C)sc3c3sc(-c4ccc(-c5c6nsnc6c(-c6ccc(C)s6)c6nc(-c7ccc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c7)c(-c7ccc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c7)nc56)s4)cc3c2s1,-2.42,-2.51,-0.48,0.63,0.63,975
CCCCCCCCCCCCC(CCCCCCCCCCC)c1cc2c(s1)C1C=C(c3sc(-c4nc(CCCCCC)c(C)s4)nc3CCCCCC)SC1c1sc(C)cc1-2,1.44,1.63,-0.34,5.06,5.06,976
CCCCC(CC)COc1cc2c(cc1OCC(CC)CCCC)c1cc(-c3ccc(C)c4nsnc34)sc1c1sc(C)cc21,-0.51,-0.42,-0.46,0.62,0.62,977
CCCCCCCCCCc1cc(-c2ccc(-c3cc(CCCCCCCCCC)c(-c4cc5c6cc(OCC(CC)CCCC)c(OCC(CC)CCCC)cc6c6cc(C)sc6c5s4)s3)c3nsnc23)sc1C,-0.88,-0.37,-0.26,5.27,5.27,978
CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)o5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)o5)c4s3)sc(C)c2c1F,-0.65,-0.81,-0.57,5.28,5.28,979
CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,-0.42,-0.66,-0.33,9,9,980
CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)[se]5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)[se]5)c4s3)sc(C)c2c1F,-0.2,-0.66,0.51,8.78,8.78,981
CCCCCCCCC1(CCCCCCCC)Oc2cc(C)ccc2-c2ccc(-c3ccc(-c4c(OCC(CC)CCCC)c(OCC(CC)CCCC)c(-c5ccc(C)s5)c5nsnc45)s3)cc21,0.8,1.48,0.07,3.28,3.28,982
CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3ccc4c(c3)C(CCCCCCCC)(CCCCCCCC)Oc3cc(C)ccc3-4)s2)c2nsnc2c1-c1ccc(C)s1,0.48,1.29,-0.35,3.99,3.99,983
CCCCCCCCOc1cc(-c2ccc(C)s2)c2nsnc2c1-c1ccc(-c2ccc3c(c2)C(CCCCCCCC)(CCCCCCCC)Oc2cc(C)ccc2-3)s1,-0.06,0.51,-0.03,4.1,4.1,984
CCCCCCCCOc1c(F)c(-c2ccc(C)s2)c2nsnc2c1-c1ccc(-c2ccc3c(c2)C(CCCCCCCC)(CCCCCCCC)Oc2cc(C)ccc2-3)s1,1.07,1.09,0.5,7.06,7.06,985
CCCCCCCCc1cc(-c2sc(-c3cc(CCCCCCCC)c(-c4cc5c(-c6ccc(-c7ccc(OCC(CC)CCCC)cc7)s6)c6sc(C)cc6c(-c6ccc(-c7ccc(OCC(CC)CCCC)cc7)s6)c5s4)s3)c3c2C(=O)N(CC(CC)CCCC)C3=O)sc1C,0.35,0.51,-0.42,4.35,4.35,986
CCCCCCCCc1cc(-c2sc(-c3cc(CCCCCCCC)c(-c4cc5c(-c6ccc(-c7ccc(OCC(CC)CCCC)c(F)c7)s6)c6sc(C)cc6c(-c6ccc(-c7ccc(OCC(CC)CCCC)c(F)c7)s6)c5s4)s3)c3c2C(=O)N(CC(CC)CCCC)C3=O)sc1C,0.44,0.51,0.27,7.93,7.93,987
CCCCCCCCc1cc(-c2sc(-c3cc(CCCCCCCC)c(-c4cc5c(-c6ccc(-c7cc(F)c(OCC(CC)CCCC)c(F)c7)s6)c6sc(C)cc6c(-c6ccc(-c7cc(F)c(OCC(CC)CCCC)c(F)c7)s6)c5s4)s3)c3c2C(=O)N(CC(CC)CCCC)C3=O)sc1C,0.76,0.51,-0.24,7.43,7.43,988
CCCCCCCCC(CCCCCC)COc1cc(-c2ccc(-c3c(F)c(F)c(-c4ccc(C)s4)c4nsnc34)s2)c(OCC(CCCCCC)CCCCCCCC)cc1C,0.03,0.17,-0.31,7.69,7.69,989
CCCCCCCCCCC(CCCCCCCC)Cc1cc(-c2ccc(-c3cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c4cc5sc6cc(C)sc6c5s4)s3)c3nsnc23)sc1C,-2.1,-0.71,-0.27,0.96,0.96,990
CCCCCCCCCCC(CCCCCCCC)Cc1cc(-c2cc(F)c(-c3cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c4cc5sc6cc(C)sc6c5s4)s3)c3nsnc23)sc1C,-1.92,-0.76,0.04,5.53,5.53,991
CCCCCCCCCCC(CCCCCCCC)Cc1cc(-c2c(F)c(F)c(-c3cc(CC(CCCCCCCC)CCCCCCCCCC)c(-c4cc5sc6cc(C)sc6c5s4)s3)c3nsnc23)sc1C,-1.01,-0.61,-0.2,7.15,7.15,992
CCCCCCCCC(CCCCCC)COc1c(F)c(-c2ccc(C)s2)c2nsnc2c1C,1.03,0.07,0.01,7.04,7.04,993
CCCCCCc1cccc(C2(c3cccc(CCCCCC)c3)c3cc4c(cc3-c3sc5cc(C)sc5c32)C(c2cccc(CCCCCC)c2)(c2cccc(CCCCCC)c2)c2c-4sc3cc(-c4c5c(c(C)c6nsnc46)C(=O)N(CC(CC)CCCC)C5=O)sc23)c1,2.53,-1.1,0.29,6.7,6.7,994
CCCCC(CC)Cc1cc(-c2sc(-c3cc(CC(CC)CCCC)c(-c4cc(F)c(C)s4)s3)c3c2C(=O)c2c(CC(CC)CCCC)sc(CC(CC)CCCC)c2C3=O)sc1-c1cc(F)c(C)s1,0.39,0.12,-0.07,8.8,8.8,995
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1,-0.29,-1.49,2.3,1.9,1.9,996
CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,0.62,0.31,-0.29,7.16,7.16,997
C=CCCCCCCCCCOc1c2cc(-c3sc(C)c4sc(C(=O)OCC(CC)CCCC)c(F)c34)sc2c(OCCCCCCCCCC=C)c2cc(C)sc12,-0.83,-0.37,-0.26,8.55,8.55,998
CCCCCCCCc1ccc(-c2nc3c(-c4ccc(C)s4)cc4c(cc(-c5ccc(-c6cc7c(-c8ccc(CC(CCCC)CCCCCC)s8)c8sc(C)cc8c(-c8ccc(CC(CCCC)CCCCCC)s8)c7s6)s5)c5nc(-c6ccc(CCCCCCCC)s6)c(-c6ccc(CCCCCCCC)s6)nc54)c3nc2-c2ccc(CCCCCCCC)s2)s1,-0.42,0.41,-0.26,5.09,5.09,999
CCCCCCCCc1ccc(-c2nc3c(-c4ccc(C)s4)cc4c(cc(-c5ccc(-c6cc7c(-c8ccc(SCC(CCCC)CCCCCC)s8)c8sc(C)cc8c(-c8ccc(SCC(CCCC)CCCCCC)s8)c7s6)s5)c5nc(-c6ccc(CCCCCCCC)s6)c(-c6ccc(CCCCCCCC)s6)nc54)c3nc2-c2ccc(CCCCCCCC)s2)s1,-0.11,0.46,-0.16,6.72,6.72,1000
CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3cc4sc(-c5ccc(C)s5)cc4s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1,-2.42,-1.73,0.83,6.1,6.1,1001
CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3cc(C)c(-c4ccc(C)s4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)s1,-2.42,-1.83,1,6.5,6.5,1002
CCCCCCCCCCCCC(CCCCCCCCCC)Cc1cc(-c2c(F)c(F)c(-c3cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(-c4ccc(-c5ccc(C)s5)s4)s3)c3nonc23)sc1C,0.8,-0.27,0.71,9.1,9.1,1003
CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)c2c(sc3c2sc2c4sc(-c5ccc(-c6ccc(C)s6)s5)cc4c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c32)C2SC(C)=CC2C1=O,1.66,0.31,0.67,5.6,5.6,1004
CCCCCCCCCCCCc1cc(-c2cc(CCCCCCCCCCCC)c(-c3cc4c(=O)n(CC(CCCCCC)CCCCCCCC)c(=O)c5c6sc7c(c6sc5c4s3)C(=O)N(CC(CCCCCC)CCCCCCCC)C(=O)C3C=C(C)SC73)s2)sc1C,1.12,-0.03,6.42,7.1,7.1,1005
CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)c2c(sc3c2sc2c4sc(-c5cc6sc(C)cc6s5)cc4c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c32)C2SC(C)=CC2C1=O,2.35,0.07,0.17,2.4,2.4,1006
CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)c2c(sc3c2sc2c4sc(-c5cnc(-c6ncc(C)s6)s5)cc4c(=O)n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(=O)c32)C2SC(C)=CC2C1=O,3.57,0.95,3.07,0.05,0.05,1007
CCCCCCCCC(CCCCCC)COc1c2cc(-c3sc(-c4ccc(-c5cc(CC(CC)CCCC)c(C)s5)c5nsnc45)cc3CC(CC)CCCC)sc2c(-c2ccccc2)c2cc(C)sc12,-1.38,0.07,0.54,7.56,7.56,1008
CCCCCCCCC(CCCCCC)COc1c2cc(-c3sc(-c4ccc(-c5cc(CC(CC)CCCC)c(C)s5)c5nsnc45)cc3CC(CC)CCCC)sc2c(-c2ccc(OCC(CC)CCCC)cc2)c2cc(C)sc12,-1.47,0.02,1.38,8.12,8.12,1009
CCCCCCCCC(CCCCCC)COc1c2cc(-c3sc(-c4c(F)c(F)c(-c5cc(CC(CC)CCCC)c(C)s5)c5nsnc45)cc3CC(CC)CCCC)sc2c(-c2ccccc2)c2cc(C)sc12,-1.24,0.22,0.27,9.34,9.34,1010
CCCCCCCCC(CCCCCC)COc1c2cc(-c3sc(-c4c(F)c(F)c(-c5cc(CC(CC)CCCC)c(C)s5)c5nsnc45)cc3CC(CC)CCCC)sc2c(-c2ccc(OCC(CC)CCCC)cc2)c2cc(C)sc12,-1.38,0.17,0.45,9.01,9.01,1011
CCCCCCCCC(CCCCCC)COc1c2cc(-c3sc(C)c4c(F)c(C(=O)OCC(CC)CCCC)sc34)sc2c(-c2ccccc2)c2cc(C)sc12,-1.06,-0.17,0.66,9.21,9.21,1012
CCCCCCCCC(CCCCCC)COc1c2cc(-c3sc(C)c4c(F)c(C(=O)OCC(CC)CCCC)sc34)sc2c(-c2ccc(OCC(CC)CCCC)cc2)c2cc(C)sc12,-1.24,-0.22,0.08,5.58,5.58,1013
CCCCCCC(CCCC)Cc1cc(-c2ccc(C)c3nsnc23)sc1-c1sc(C)cc1OCC(CCC)CCCCC,-1.79,-1.69,-0.14,4.76,4.76,1014
CCCCCCC(CCCC)Cc1cc(-c2c(F)cc(C)c3nsnc23)sc1-c1sc(C)cc1OCC(CCC)CCCCC,-0.92,-1.69,-0.03,6.72,6.72,1015
CCCCCCC(CCCC)Cc1cc(-c2c(F)c(F)c(C)c3nsnc23)sc1-c1sc(C)cc1OCC(CCC)CCCCC,-0.61,-1.25,0,9.61,9.61,1016
CCCCCCCCc1cc(-c2ccc(-c3cc(CCCCCCCC)c(-c4cc5c(-c6ccc(-c7ccc8cc(OCC(CCCCCC)CCCCCCCC)ccc8c7)s6)c6sc(C)cc6c(-c6ccc(-c7ccc8cc(OCC(CCCCCC)CCCCCCCC)ccc8c7)s6)c5s4)s3)c3nsnc23)sc1C,-1.29,-0.56,0.71,4.08,4.08,1017
CCCCCCCCc1cc(-c2c(F)cc(-c3cc(CCCCCCCC)c(-c4cc5c(-c6ccc(-c7ccc8cc(OCC(CCCCCC)CCCCCCCC)ccc8c7)s6)c6sc(C)cc6c(-c6ccc(-c7ccc8cc(OCC(CCCCCC)CCCCCCCC)ccc8c7)s6)c5s4)s3)c3nsnc23)sc1C,-1.11,-0.56,-0.02,5.66,5.66,1018
CCCCCCCCc1cc(-c2c(F)c(F)c(-c3cc(CCCCCCCC)c(-c4cc5c(-c6ccc(-c7ccc8cc(OCC(CCCCCC)CCCCCCCC)ccc8c7)s6)c6sc(C)cc6c(-c6ccc(-c7ccc8cc(OCC(CCCCCC)CCCCCCCC)ccc8c7)s6)c5s4)s3)c3nsnc23)sc1C,-1.24,-0.32,0.12,8.17,8.17,1019
CCCCCCCCc1cc(-c2c3cc(-c4ccc5c(c4)N(CCCCCCCC)C(=O)/C5=C/c4cnc(C=C5C(=O)N(CCCCCCCC)c6cc(C)ccc65)cn4)sc3c(-c3cc(CCCCCCCC)c(CCCCCCCC)s3)c3cc(C)sc23)sc1CCCCCCCC,0.67,-0.42,-0.15,5.26,5.26,1020
CCCCCCCCCCc1cc(-c2c3sc4cc(-c5ccc6c(c5)N(CCCCCCCC)C(=O)/C6=C/c5cnc(C=C6C(=O)N(CCCCCCCC)c7cc(C)ccc76)cn5)sc4c3c(-c3cc(CCCCCCCCCC)c(CCCCCCCCCC)s3)c3sc4cc(C)sc4c23)sc1CCCCCCCCCC,0.3,-0.37,-0.28,3.36,3.36,1021
CCCCC(CC)Cc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3cc(OC)c(CC(CC)CCCC)s3)c3cc(C)sc23)cc1OC,-0.24,0.56,0.16,9.11,9.11,1022
CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,-0.79,0.51,-0.1,6.65,6.65,1023
CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)c(F)c(F)c(-c4ccc(-c5cc6c(-c7cc(OC)c(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7cc(OC)c(CC(CC)CCCC)s7)c6s5)s4)c3nc2-c2cccc(OCCCCCCCC)c2)c1,-0.51,0.31,-0.27,7.91,7.91,1024
